Hello World!
text: 0000000010004190, shared data: 0000000080000000
data in DRAM... making one way cache
1000 points done
1000 points done
Done... printing results
67 2256
6 2454
12 2426
24 2401
49 2299
99 2153
71 2249
14 2434
29 2374
58 2276
117 2099
106 2125
85 2199
43 2324
87 2199
46 2326
93 2182
59 2274
119 2099
110 2126
92 2176
56 2301
113 2099
99 2149
71 2251
15 2437
30 2377
60 2276
121 2077
115 2099
103 2149
79 2224
30 2376
61 2274
122 2077
116 2105
104 2152
81 2199
35 2349
71 2249
14 2426
29 2374
58 2275
117 2100
107 2124
86 2201
45 2324
90 2176
52 2309
105 2131
83 2199
39 2349
79 2231
31 2374
63 2290
126 2077
124 2077
121 2077
115 2099
103 2151
78 2226
29 2390
58 2276
117 2099
107 2124
86 2201
44 2326
88 2201
49 2299
98 2151
68 2260
8 2454
17 2405
35 2349
71 2249
14 2427
29 2374
59 2274
119 2099
111 2124
95 2175
62 2275
124 2077
120 2101
113 2108
99 2149
70 2251
13 2440
27 2382
55 2307
110 2126
92 2176
56 2301
113 2099
98 2151
69 2249
11 2424
22 2401
44 2326
89 2174
51 2300
103 2149
79 2240
30 2376
60 2276
121 2077
115 2099
103 2149
79 2231
30 2375
61 2274
123 2077
119 2099
110 2126
93 2181
58 2276
116 2101
104 2151
81 2199
34 2351
68 2251
8 2454
17 2415
34 2352
68 2259
9 2432
19 2399
38 2367
77 2224
26 2392
52 2301
105 2124
83 2199
38 2352
77 2224
27 2374
55 2307
111 2124
95 2181
63 2274
126 2077
125 2077
122 2077
116 2101
104 2152
80 2227
33 2358
66 2251
4 2462
8 2462
16 2426
32 2376
64 2276
1 2449
3 2455
6 2454
12 2434
24 2402
48 2326
97 2162
67 2250
7 2452
14 2426
29 2374
58 2277
117 2100
106 2126
84 2209
40 2351
81 2200
34 2351
68 2267
8 2454
17 2401
35 2350
71 2251
15 2424
30 2384
60 2291
120 2101
112 2126
97 2149
66 2252
4 2454
8 2454
16 2442
33 2350
66 2251
5 2453
11 2440
22 2417
45 2324
90 2184
52 2301
104 2152
80 2234
33 2350
67 2249
7 2452
14 2426
29 2375
58 2276
117 2099
106 2126
85 2200
42 2325
84 2201
41 2333
83 2199
38 2351
76 2226
25 2381
51 2299
102 2152
77 2224
27 2374
54 2301
109 2124
91 2175
55 2299
110 2126
92 2176
57 2274
114 2101
100 2152
72 2251
17 2399
35 2349
71 2249
14 2426
29 2390
59 2282
119 2099
111 2124
94 2176
61 2290
123 2077
119 2100
110 2126
93 2174
59 2274
119 2099
110 2126
92 2176
56 2302
112 2142
97 2150
66 2259
4 2463
8 2462
16 2426
33 2349
66 2268
4 2462
8 2463
17 2407
35 2349
71 2258
14 2427
29 2375
58 2276
116 2101
104 2152
80 2227
33 2349
66 2252
5 2452
10 2442
21 2400
42 2326
85 2200
42 2326
84 2201
40 2351
80 2225
32 2375
64 2276
1 2462
3 2470
7 2452
14 2426
28 2391
56 2317
113 2099
99 2150
70 2259
12 2426
25 2382
51 2307
103 2149
79 2232
31 2374
63 2275
126 2077
125 2077
123 2077
119 2099
110 2126
92 2189
57 2281
115 2099
103 2149
79 2224
30 2375
61 2281
122 2077
116 2101
104 2151
80 2225
32 2376
64 2284
0 2483
1 2457
2 2461
4 2463
9 2425
19 2399
39 2366
79 2224
31 2382
63 2274
126 2077
125 2077
123 2077
118 2101
109 2131
91 2174
55 2299
111 2124
94 2176
61 2290
122 2077
116 2102
105 2124
83 2199
38 2367
76 2226
25 2374
50 2301
100 2152
73 2224
18 2418
36 2351
72 2251
16 2426
33 2357
67 2249
6 2463
13 2432
27 2391
54 2301
108 2126
88 2201
48 2325
97 2150
67 2249
7 2453
15 2424
31 2375
62 2277
124 2077
120 2101
112 2133
96 2175
64 2292
1 2450
2 2461
4 2462
9 2424
18 2411
36 2351
73 2231
18 2402
37 2350
75 2224
22 2401
44 2326
88 2201
48 2327
97 2157
67 2250
7 2460
14 2426
29 2381
59 2274
118 2101
108 2126
88 2201
49 2300
98 2151
69 2250
11 2424
22 2401
44 2326
88 2201
49 2307
98 2152
68 2251
8 2471
16 2426
33 2350
66 2252
4 2454
8 2454
16 2434
32 2392
64 2276
0 2483
0 2499
0 2483
1 2465
2 2453
5 2452
11 2425
22 2399
44 2334
89 2182
50 2301
101 2150
75 2232
23 2407
46 2325
93 2174
58 2276
117 2099
107 2124
86 2201
44 2326
88 2201
48 2326
96 2176
64 2277
0 2499
0 2483
1 2457
2 2461
5 2452
11 2440
23 2408
46 2334
92 2176
57 2274
115 2100
102 2155
77 2240
26 2377
52 2301
105 2124
82 2202
37 2349
74 2226
20 2401
41 2324
83 2199
39 2349
78 2226
29 2374
58 2276
116 2101
105 2124
82 2206
37 2350
75 2224
23 2408
47 2325
94 2176
61 2274
123 2077
119 2099
110 2126
92 2176
57 2274
115 2099
103 2149
78 2227
28 2376
56 2302
112 2126
97 2149
66 2251
5 2452
11 2432
22 2401
44 2326
88 2202
48 2326
96 2179
64 2277
0 2500
1 2449
2 2453
4 2462
8 2454
16 2426
32 2377
64 2284
1 2449
3 2463
7 2465
15 2424
30 2389
61 2281
122 2077
117 2100
106 2126
84 2201
40 2351
80 2225
32 2375
64 2275
1 2449
2 2469
4 2455
9 2424
19 2399
38 2360
77 2224
27 2374
55 2307
111 2124
95 2181
62 2284
125 2077
122 2077
117 2099
106 2125
85 2199
43 2324
87 2199
47 2324
95 2181
63 2274
127 2077
