Hello World!
text: 0000000010004190, shared data: 0000000080000000
data in DRAM... making one way cache
1000 points done
1000 points done
Done... printing results
67 4798
6 6243
12 6102
24 5832
49 5232
99 4042
71 4723
14 6059
29 5700
58 5014
117 3637
106 3879
85 4388
43 5367
87 4339
46 5299
93 4205
59 4989
119 3595
110 3802
92 4213
56 5064
113 3726
99 4047
71 4705
15 6026
30 5659
60 4982
121 3536
115 3670
103 3953
79 4522
30 5675
61 4942
122 3511
116 3654
104 3956
81 4482
35 5550
71 4699
14 6059
29 5699
58 5015
117 3628
107 3870
86 4354
45 5317
90 4255
52 5165
105 3913
83 4422
39 5467
79 4522
31 5650
63 4906
126 3435
124 3469
121 3535
115 3679
103 3954
78 4547
29 5700
58 5014
117 3645
107 3870
86 4363
44 5340
88 4305
49 5225
98 4079
68 4781
8 6191
17 5984
35 5550
71 4705
14 6059
29 5700
59 4983
119 3585
111 3778
95 4155
62 4932
124 3463
120 3561
113 3727
99 4042
70 4730
13 6067
27 5749
55 5082
110 3802
92 4213
56 5064
113 3726
98 4068
69 4764
11 6142
22 5859
44 5349
89 4288
51 5175
103 3955
79 4514
30 5659
60 4982
121 3536
115 3670
103 3953
79 4522
30 5675
61 4942
123 3495
119 3594
110 3804
93 4188
58 5022
116 3653
104 3929
81 4465
34 5591
68 4789
8 6202
17 6000
34 5591
68 4789
9 6167
19 5934
38 5492
77 4572
26 5783
52 5157
105 3912
83 4425
38 5499
77 4572
27 5742
55 5074
111 3779
95 4155
63 4898
126 3419
125 3444
122 3512
116 3652
104 3929
80 4497
33 5609
66 4823
4 6301
8 6209
16 6018
32 5640
64 4889
1 6360
3 6315
6 6243
12 6102
24 5832
48 5257
97 4104
67 4815
7 6225
14 6043
29 5684
58 5015
117 3628
106 3887
84 4413
40 5441
81 4463
34 5591
68 4773
8 6194
17 5984
35 5558
71 4715
15 6026
30 5675
60 4972
120 3560
112 3753
97 4122
66 4824
4 6293
8 6200
16 6009
33 5615
66 4831
5 6267
11 6126
22 5866
45 5316
90 4255
52 5165
104 3936
80 4497
33 5600
67 4807
7 6235
14 6043
29 5684
58 5015
117 3628
106 3887
85 4372
42 5391
84 4413
41 5425
83 4422
38 5491
76 4598
25 5807
51 5189
102 3979
77 4573
27 5749
54 5108
109 3820
91 4253
55 5090
110 3802
92 4213
57 5055
114 3694
100 4029
72 4689
17 6000
35 5571
71 4714
14 6059
29 5700
59 4983
119 3585
111 3778
94 4162
61 4957
123 3486
119 3579
110 3786
93 4196
59 4999
119 3594
110 3804
92 4234
56 5073
112 3745
97 4104
66 4824
4 6301
8 6201
16 6017
33 5600
66 4831
4 6301
8 6194
17 5984
35 5558
71 4715
14 6043
29 5684
58 5015
116 3654
104 3945
80 4497
33 5625
66 4831
5 6267
10 6143
21 5884
42 5382
85 4389
42 5391
84 4398
40 5440
80 4513
32 5642
64 4873
1 6360
3 6316
7 6218
14 6059
28 5733
56 5073
113 3720
99 4046
70 4746
12 6109
25 5800
51 5174
103 3954
79 4532
31 5666
63 4890
126 3425
125 3445
123 3487
119 3585
110 3795
92 4229
57 5049
115 3679
103 3954
79 4532
30 5675
61 4932
122 3511
116 3653
104 3945
80 4496
32 5634
64 4873
0 6403
1 6360
2 6351
4 6293
9 6167
19 5934
39 5473
79 4506
31 5673
63 4907
126 3419
125 3444
123 3493
118 3602
109 3822
91 4246
55 5098
111 3768
94 4164
61 4955
122 3510
116 3653
105 3920
83 4414
38 5491
76 4597
25 5792
50 5199
100 4029
73 4682
18 5959
36 5541
72 4680
16 6009
33 5625
67 4807
6 6235
13 6081
27 5750
54 5107
108 3837
88 4313
48 5258
97 4096
67 4790
7 6217
15 6042
31 5635
62 4931
124 3479
120 3578
112 3745
96 4129
64 4883
1 6392
2 6344
4 6301
9 6184
18 5968
36 5549
73 4682
18 5966
37 5516
75 4598
22 5867
44 5341
88 4305
48 5257
97 4112
67 4807
7 6218
14 6059
29 5700
59 4998
118 3611
108 3838
88 4305
49 5255
98 4079
69 4772
11 6118
22 5868
44 5357
88 4321
49 5225
98 4079
68 4797
8 6202
16 6009
33 5623
66 4839
4 6301
8 6194
16 6017
32 5641
64 4881
0 6403
0 6403
0 6395
1 6361
2 6351
5 6284
11 6127
22 5867
44 5341
89 4289
50 5215
101 4004
75 4606
23 5835
46 5306
93 4189
58 5014
117 3645
107 3870
86 4363
44 5340
88 4305
48 5272
96 4119
64 4882
0 6395
0 6387
1 6361
2 6351
5 6284
11 6127
23 5842
46 5291
92 4213
57 5040
115 3676
102 3987
77 4573
26 5776
52 5164
105 3920
82 4447
37 5499
74 4631
20 5917
41 5417
83 4422
39 5464
78 4548
29 5684
58 5015
116 3654
105 3919
82 4447
37 5500
75 4606
23 5839
47 5282
94 4163
61 4950
123 3492
119 3579
110 3802
92 4213
57 5065
115 3685
103 3947
78 4550
28 5725
56 5051
112 3746
97 4120
66 4831
5 6269
11 6131
22 5859
44 5341
88 4313
48 5281
96 4139
64 4889
0 6403
1 6360
2 6350
4 6293
8 6193
16 6009
32 5632
64 4882
1 6360
3 6318
7 6225
15 6026
30 5675
61 4965
122 3527
117 3645
106 3895
84 4397
40 5449
80 4513
32 5641
64 4873
1 6368
2 6359
4 6293
9 6175
19 5933
38 5475
77 4580
27 5750
55 5090
111 3772
95 4138
62 4932
125 3444
122 3511
117 3645
106 3895
85 4388
43 5383
87 4345
47 5275
95 4146
63 4913
127 3394
